"Date","Price","Open","High","Low","Change %"
"10/24/2023","90.95","90.95","90.95","90.95","0.15%"
"10/23/2023","90.81","90.81","90.81","90.81","0.07%"
"10/20/2023","90.75","90.75","90.75","90.75","0.50%"
"10/19/2023","90.30","90.30","90.30","90.30","-0.23%"
"10/18/2023","90.51","90.51","90.51","90.51","-0.47%"
"10/17/2023","90.94","90.94","90.94","90.94","-0.97%"
"10/16/2023","91.83","91.83","91.83","91.83","-0.31%"
"10/13/2023","92.12","92.12","92.12","92.12","0.67%"
"10/12/2023","91.50","91.50","91.50","91.50","-0.96%"
"10/11/2023","92.39","92.39","92.39","92.39","0.80%"
"10/10/2023","91.66","91.66","91.66","91.66","1.30%"
"10/06/2023","90.48","90.48","90.48","90.48","-0.53%"
"10/05/2023","90.96","90.96","90.96","90.96","-0.14%"
"10/04/2023","91.09","91.09","91.09","91.09","0.33%"
"10/03/2023","90.79","90.79","90.79","90.79","-0.91%"
"10/02/2023","91.63","91.63","91.63","91.63","-0.83%"
"09/29/2023","92.39","92.39","92.39","92.39","-0.35%"
"09/28/2023","92.72","92.72","92.72","92.72","0.53%"
"09/27/2023","92.23","92.23","92.23","92.23","-0.25%"
"09/26/2023","92.45","92.45","92.45","92.45","-0.56%"
"09/25/2023","92.98","92.98","92.98","92.98","-0.97%"
"09/22/2023","93.89","93.89","93.89","93.89","0.50%"
"09/21/2023","93.42","93.42","93.42","93.42","-0.68%"
"09/20/2023","94.06","94.06","94.06","94.06","-0.47%"
"09/19/2023","94.51","94.51","94.51","94.51","-0.46%"
"09/18/2023","94.95","94.95","94.95","94.95","0.44%"
"09/15/2023","94.53","94.53","94.53","94.53","-0.40%"
"09/14/2023","94.91","94.91","94.91","94.91","-0.17%"
"09/13/2023","95.07","95.07","95.07","95.07","0.14%"
"09/12/2023","94.94","94.94","94.94","94.94","0.10%"
"09/11/2023","94.84","94.84","94.84","94.84","-0.25%"
"09/08/2023","95.09","95.09","95.09","95.09","0.13%"
"09/07/2023","94.96","94.96","94.96","94.96","0.50%"
"09/06/2023","94.49","94.49","94.49","94.49","-0.23%"
"09/05/2023","94.71","94.71","94.71","94.71","-0.38%"
"09/01/2023","95.07","95.07","95.07","95.07","-0.47%"
"08/31/2023","95.52","95.52","95.52","95.52","-0.19%"
"08/30/2023","95.70","95.70","95.70","95.70","-0.13%"
"08/29/2023","95.83","95.83","95.83","95.83","0.62%"
"08/28/2023","95.23","95.23","95.23","95.23","0.06%"
"08/25/2023","95.18","95.18","95.18","95.18","0.00%"
"08/24/2023","95.18","95.18","95.18","95.18","-0.54%"
"08/23/2023","95.70","95.70","95.70","95.70","1.18%"
"08/22/2023","94.58","94.58","94.58","94.58","0.10%"
"08/21/2023","94.48","94.48","94.48","94.48","-0.43%"
"08/18/2023","94.89","94.89","94.89","94.89","0.14%"
"08/17/2023","94.76","94.76","94.76","94.76","-0.12%"
"08/16/2023","94.88","94.88","94.88","94.88","-0.48%"
"08/15/2023","95.33","95.33","95.33","95.33","-0.38%"
"08/14/2023","95.70","95.70","95.70","95.70","-0.60%"
"08/11/2023","96.27","96.27","96.27","96.27","-0.19%"
"08/10/2023","96.46","96.46","96.46","96.46","-0.78%"
"08/09/2023","97.22","97.22","97.22","97.22","-0.06%"
"08/08/2023","97.28","97.28","97.28","97.28","0.10%"
"08/07/2023","97.18","97.18","97.18","97.18","-0.13%"
"08/04/2023","97.30","97.30","97.30","97.30","1.32%"
"08/03/2023","96.04","96.04","96.04","96.04","-0.76%"
"08/02/2023","96.77","96.77","96.77","96.77","-0.39%"
"08/01/2023","97.16","97.16","97.16","97.16","-0.79%"
"07/31/2023","97.93","97.93","97.93","97.93","-0.28%"
"07/28/2023","98.20","98.20","98.20","98.20","0.52%"
"07/27/2023","97.70","97.70","97.70","97.70","-1.07%"
"07/26/2023","98.75","98.75","98.75","98.75","0.01%"
"07/25/2023","98.74","98.74","98.74","98.74","-0.25%"
"07/24/2023","98.99","98.99","98.99","98.99","0.08%"
"07/21/2023","98.91","98.91","98.91","98.91","2.81%"
"07/20/2023","96.21","96.21","96.21","96.21","-0.18%"
"07/19/2023","96.38","96.38","96.38","96.38","0.33%"
"07/18/2023","96.06","96.06","96.06","96.06","-0.07%"
"07/17/2023","96.13","96.13","96.13","96.13","0.36%"
"07/14/2023","95.79","95.79","95.79","95.79","-0.60%"
"07/13/2023","96.37","96.37","96.37","96.37","0.57%"
"07/12/2023","95.82","95.82","95.82","95.82","1.43%"
"07/11/2023","94.47","94.47","94.47","94.47","-0.02%"
"07/10/2023","94.48","94.48","94.48","94.48","0.48%"
"07/07/2023","94.03","94.03","94.03","94.03","-0.29%"
"07/06/2023","94.30","94.30","94.30","94.30","-0.72%"
"07/05/2023","94.99","94.99","94.99","94.99","-0.73%"
"07/03/2023","95.70","95.70","95.70","95.70","0.10%"
"06/30/2023","95.60","95.60","95.60","95.60","0.20%"
"06/29/2023","95.41","95.41","95.41","95.41","-0.92%"
"06/28/2023","96.30","96.30","96.30","96.30","0.46%"
"06/27/2023","95.86","95.86","95.86","95.86","-0.49%"
"06/26/2023","96.34","96.34","96.34","96.34","0.00%"
"06/23/2023","96.34","96.34","96.34","96.34","0.34%"
"06/22/2023","96.01","96.01","96.01","96.01","-0.48%"
"06/21/2023","96.47","96.47","96.47","96.47","-0.15%"
"06/20/2023","96.62","96.62","96.62","96.62","0.41%"
"06/16/2023","96.23","96.23","96.23","96.23","-0.39%"
"06/15/2023","96.60","96.60","96.60","96.60","0.76%"
"06/14/2023","95.88","95.88","95.88","95.88","0.37%"
"06/13/2023","95.52","95.52","95.52","95.52","-0.59%"
"06/12/2023","96.09","96.09","96.09","96.09","-0.12%"
"06/09/2023","96.20","96.20","96.20","96.20","-0.27%"
"06/08/2023","96.46","96.46","96.46","96.46","0.60%"
"06/07/2023","95.88","95.88","95.88","95.88","-0.92%"
"06/06/2023","96.77","96.77","96.77","96.77","0.11%"
"06/05/2023","96.67","96.67","96.67","96.67","0.22%"
"06/02/2023","96.46","96.46","96.46","96.46","-0.72%"
"06/01/2023","97.16","97.16","97.16","97.16","0.38%"
"05/31/2023","96.80","96.80","96.80","96.80","0.09%"
"05/30/2023","96.71","96.71","96.71","96.71","0.71%"
"05/26/2023","96.03","96.03","96.03","96.03","0.07%"
"05/25/2023","95.97","95.97","95.97","95.97","-0.74%"
"05/24/2023","96.68","96.68","96.68","96.68","-0.59%"
"05/23/2023","97.26","97.26","97.26","97.26","0.48%"
"05/22/2023","96.79","96.79","96.79","96.79","-0.35%"
"05/19/2023","97.13","97.13","97.13","97.13","-0.22%"
"05/18/2023","97.34","97.34","97.34","97.34","-0.57%"
"05/17/2023","97.89","97.89","97.89","97.89","-0.14%"
"05/16/2023","98.02","98.02","98.02","98.02","-0.31%"
"05/15/2023","98.33","98.33","98.33","98.33","-0.25%"
"05/12/2023","98.58","98.58","98.58","98.58","-0.54%"
"05/11/2023","99.12","99.12","99.12","99.12","0.32%"
"05/10/2023","98.80","98.80","98.80","98.80","0.33%"
"05/09/2023","98.48","98.48","98.48","98.48","-0.17%"
"05/08/2023","98.65","98.65","98.65","98.65","-0.44%"
"05/05/2023","99.09","99.09","99.09","99.09","-0.29%"
"05/04/2023","99.38","99.38","99.38","99.38","-0.13%"
"05/03/2023","99.51","99.51","99.51","99.51","0.56%"
"05/02/2023","98.95","98.95","98.95","98.95","0.82%"
"05/01/2023","98.15","98.15","98.15","98.15","-0.91%"
"04/28/2023","99.05","99.05","99.05","99.05","0.36%"
"04/27/2023","98.70","98.70","98.70","98.70","-0.81%"
"04/26/2023","99.50","99.50","99.50","99.50","-0.27%"
"04/25/2023","99.77","99.77","99.77","99.77","0.64%"
"04/24/2023","99.14","99.14","99.14","99.14","0.62%"
"04/21/2023","98.53","98.53","98.53","98.53","-0.17%"
"04/20/2023","98.70","98.70","98.70","98.70","0.36%"
"04/19/2023","98.35","98.35","98.35","98.35","-0.13%"
"04/18/2023","98.48","98.48","98.48","98.48","0.08%"
"04/17/2023","98.41","98.41","98.41","98.41","-0.76%"
"04/14/2023","99.16","99.16","99.16","99.16","-0.49%"
"04/13/2023","99.65","99.65","99.65","99.65","-0.34%"
"04/12/2023","99.98","99.98","99.98","99.98","0.16%"
"04/11/2023","99.83","99.83","99.83","99.83","0.01%"
"04/10/2023","99.82","99.82","99.82","99.82","0.25%"
"04/07/2023","99.57","99.57","99.57","99.57","-1.03%"
"04/06/2023","100.60","100.60","100.60","100.60","0.15%"
