Date,resid
2007-01-23,-1.3707196187451751
2007-01-24,-1.3127137195652965
2007-01-25,-1.2630210155392037
2007-01-26,-1.2153233806946777
2007-01-29,-1.17084056601894
2007-01-30,-1.1233101018084939
2007-01-31,-1.0741680304153556
2007-02-01,-1.0212143447316526
2007-02-02,-0.9733892142828813
2007-02-05,-0.9274460370239308
2007-02-06,-0.8908693232515839
2007-02-07,-0.8609004044387321
2007-02-08,-1.1095217440180605
2007-02-09,-1.0945380681886863
2007-02-12,-1.071331973128315
2007-02-13,-1.0415654349655372
2007-02-14,-0.9953171450752187
2007-02-15,-0.9482136339160825
2007-02-16,-0.9077394881956121
2007-02-20,-0.8719979556373589
2007-02-21,-0.8373931109205192
2007-02-22,-0.8043837097157512
2007-02-23,-0.7724913047822864
2007-02-26,-0.7445867561143644
2007-02-27,-0.7562402646314872
2007-02-28,-0.7594778749798694
2007-03-01,-0.7653186601725686
2007-03-02,-0.7772789291407587
2007-03-05,-0.8007081500669263
2007-03-06,-0.8057995867456322
2007-03-07,-0.7911912301501312
2007-03-08,-0.7693697358534004
2007-03-09,-0.7474966114266285
2007-03-12,-0.7194350334482822
2007-03-13,-0.7153249894802352
2007-03-14,-0.7075312179244567
2007-03-15,-0.6917086070187581
2007-03-16,-0.6871211377672837
2007-03-19,-0.6820445577719136
2007-03-20,-0.6661924511857241
2007-03-21,-0.6429666595009196
2007-03-22,-0.614697180983562
2007-03-23,-0.5884279065821008
2007-03-26,-0.5674330053094296
2007-03-27,-0.5603138100529934
2007-03-28,-0.5671307567708167
2007-03-29,-0.5749885160126582
2007-03-30,-0.5782099152374106
2007-04-02,-0.5910566853017842
2007-04-03,-0.5814894832643662
2007-04-04,-0.5685907380800814
2007-04-05,-0.5652179097402132
2007-04-09,-0.5593362137643647
2007-04-10,-0.561420032720258
2007-04-11,-0.5801493557947588
2007-04-12,-0.5935531068156136
2007-04-13,-0.5988126795210533
2007-04-16,-0.5958579717736766
2007-04-17,-0.5918623068270088
2007-04-18,-0.5844420474384402
2007-04-19,-0.5740621673472341
2007-04-20,-0.5539030894306988
2007-04-23,-0.5371459445489424
2007-04-24,-0.5182452881772721
2007-04-25,-0.4785747696889789
2007-04-26,-0.43721113020517127
2007-04-27,-0.39603485048945614
2007-04-30,-0.35959543878586553
2007-05-01,-0.3161177214348853
2007-05-02,-0.2605658967539319
2007-05-03,-0.20850926456514163
2007-05-04,-0.1510263236474797
2007-05-07,-0.079879762872204
2007-05-08,-0.01734945856850406
2007-05-09,0.04876347163791006
2007-05-10,0.0999114780936769
2007-05-11,0.1609711919672654
2007-05-14,0.22628459914098648
2007-05-15,0.28815193267332656
