Date,resid
2007-12-11,-21.4261151468764
2007-12-12,-21.49998084887975
2007-12-13,-21.634048731588532
2007-12-14,-21.708721763806444
2007-12-17,-21.810913993921066
2007-12-18,-21.884681368477636
2007-12-19,-21.96514254712242
2007-12-20,-22.012982663298285
2007-12-21,-22.073664022321687
2007-12-24,-22.17485735035475
2007-12-26,-22.279882574586146
2007-12-27,-22.374475513621572
2007-12-28,-22.482718033688293
2007-12-31,-22.615795383179922
2008-01-02,-22.74418989562821
2008-01-03,-22.901278774276772
2008-01-04,-23.06853743833421
2008-01-07,-23.21506245708562
2008-01-08,-23.376369202507775
2008-01-09,-23.55124061714521
2008-01-10,-23.727685790778743
2008-01-11,-23.891143371785276
2008-01-14,-24.058097577513216
2008-01-15,-24.266179903934876
2008-01-16,-24.397083133101297
2008-01-17,-24.50180151201131
2008-01-18,-24.631379941799704
2008-01-22,-24.69265797618541
2008-01-23,-24.792310547625274
2008-01-24,-24.927189979194004
2008-01-25,-25.065435440935733
2008-01-28,-25.194346268620258
2008-01-29,-25.38873306652585
2008-01-30,-25.595491584997873
2008-01-31,-25.821869097903438
2008-02-01,-26.061155406549492
2008-02-04,-26.325435740365442
2008-02-05,-26.616949754078
2008-02-06,-26.938742185887566
2008-02-07,-27.261207746712373
2008-02-08,-27.590820397989827
2008-02-11,-27.903369420783243
2008-02-12,-28.211953108459067
2008-02-13,-28.52391476884636
2008-02-14,-28.854252866302712
2008-02-15,-29.17807270976173
2008-02-19,-29.532145730530758
2008-02-20,-29.83271504022974
2008-02-21,-30.102746403225172
2008-02-22,-30.374316298824283
2008-02-25,-30.630262919206405
2008-02-26,-30.86770676070646
2008-02-27,-31.15701145590293
2008-02-28,-31.51982840281106
2008-02-29,-31.891683817045564
2008-03-03,-32.21585524192899
2008-03-04,-32.52226980871248
2008-03-05,-32.82684991172121
2008-03-06,-33.10760403902841
2008-03-07,-33.31304352023952
2008-03-10,-33.45775627448377
2008-03-11,-33.35358711741671
2008-03-12,-33.52949963942184
2008-03-13,-33.595182977553094
2008-03-14,-33.536845328299464
2008-03-17,-33.23357327531565
2008-03-18,-33.0775839069116
2008-03-19,-32.92006203685084
2008-03-20,-32.78534047704284
2008-03-24,-32.79308051061874
2008-03-25,-32.98058589913977
2008-03-26,-33.09038649822145
2008-03-27,-33.175896795565954
2008-03-28,-33.215970790083894
2008-03-31,-33.329627662405606
2008-04-01,-33.51636069022831
2008-04-02,-33.81942913875443
2008-04-03,-34.08870293868078
2008-04-04,-34.388798188015485
2008-04-07,-34.68071153356263
2008-04-08,-34.949165110410426
2008-04-09,-35.21293123223767
2008-04-10,-35.46367365356917
2008-04-11,-35.70551498501063
2008-04-14,-35.9095594922932
2008-04-15,-36.055815496362975
2008-04-16,-36.150228658254285
2008-04-17,-36.22605781837842
2008-04-18,-36.2210927999869
2008-04-21,-36.29073431378864
2008-04-22,-36.3008931718157
2008-04-23,-36.38994268294006
2008-04-24,-36.44173018148699
2008-04-25,-36.49851681287369
2008-04-28,-36.566010639048784
2008-04-29,-36.57537625366886
2008-04-30,-36.58302268014784
2008-05-01,-36.52295928098198
2008-05-02,-36.489546494942296
2008-05-05,-36.51060129293068
2008-05-06,-36.527805677069466
2008-05-07,-36.30022869038123
2008-05-08,-36.020886543635314
2008-05-09,-35.733790895024015
2008-05-12,-35.480074938874424
2008-05-13,-35.182906496401976
2008-05-14,-34.87707259014289
2008-05-15,-34.662603224938344
2008-05-16,-34.502356881451924
2008-05-19,-34.343234446238505
2008-05-20,-34.089997189729516
2008-05-21,-33.98020103073689
2008-05-22,-33.86539911603245
2008-05-23,-33.724609526248685
2008-05-27,-33.607802741342624
2008-05-28,-33.63789301918591
2008-05-29,-33.628816621507596
2008-05-30,-33.71387575920959
2008-06-02,-33.744991404388166
2008-06-03,-34.001995401216845
2008-06-04,-34.1844720312002
2008-06-05,-34.38002043247559
2008-06-06,-34.550597256510486
2008-06-09,-34.73099117417828
2008-06-10,-34.9637780191417
2008-06-11,-35.183304429079264
2008-06-12,-35.36453766425116
2008-06-13,-35.4631384920037
2008-06-16,-35.58082559234256
2008-06-17,-35.95240450114257
2008-06-18,-36.27217252758657
2008-06-19,-36.54379274699988
2008-06-20,-36.830449597116164
2008-06-23,-37.17758522372778
2008-06-24,-37.4790551995255
2008-06-25,-37.75206660212591
2008-06-26,-37.95609536145849
2008-06-27,-38.176051052353756
2008-06-30,-38.32761832657268
2008-07-01,-38.53225584159841
2008-07-02,-38.85435018577282
2008-07-03,-39.11088816746064
2008-07-07,-39.41747748602657
2008-07-08,-39.857406458274816
2008-07-09,-40.50067421756417
2008-07-10,-41.15856730850072
2008-07-11,-41.83712233565867
2008-07-14,-42.47442431723487
2008-07-15,-43.068476746259094
2008-07-16,-43.671507926670664
2008-07-17,-44.26371350555995
2008-07-18,-44.802950184017064
2008-07-21,-45.280698747424104
2008-07-22,-45.077384986778725
2008-07-23,-45.62359276262099
2008-07-24,-46.17779709518008
2008-07-25,-46.77045915680512
2008-07-28,-47.417888819318264
2008-07-29,-48.1083175800974
2008-07-30,-48.7228001037586
2008-07-31,-49.37849061211662
2008-08-01,-50.01578450074388
2008-08-04,-50.65449483603415
2008-08-05,-51.30455037608531
2008-08-06,-51.96320460568936
2008-08-07,-52.612151724943416
2008-08-08,-53.14109341133347
2008-08-11,-53.675641246897996
2008-08-12,-54.147813485782805
2008-08-13,-54.5825056032038
2008-08-14,-55.005374315512604
2008-08-15,-55.445892129408534
2008-08-18,-55.90148827356278
2008-08-19,-56.243183689037934
2008-08-20,-56.692568747381884
2008-08-21,-57.078890831537265
2008-08-22,-57.34985422734578
2008-08-25,-57.517241726301656
2008-08-26,-57.57156299567524
2008-08-27,-57.63321864244683
2008-08-28,-57.702606634276975
2008-08-29,-57.73859172282923
2008-09-02,-57.39809930671476
2008-09-03,-56.91167537676104
2008-09-04,-56.59414085956182
2008-09-05,-56.4149252639665
2008-09-08,-56.61652234755982
2008-09-09,-56.69454184984615
2008-09-10,-56.80442263054418
2008-09-11,-56.762116819248426
2008-09-12,-56.72623296140098
2008-09-15,-56.65052974357414
2008-09-16,-56.14673604788225
2008-09-17,-56.067074399593636
2008-09-18,-55.663678194233725
2008-09-19,-55.387212303855634
2008-09-22,-55.16769331052553
2008-09-23,-54.83155403187848
2008-09-24,-54.454719091438
2008-09-25,-54.07773951337599
2008-09-26,-53.715745228322184
2008-09-29,-53.147871999529656
2008-09-30,-52.42087388621249
2008-10-01,-51.875886708610274
2008-10-02,-51.00767748599722
2008-10-03,-50.21423694423911
2008-10-06,-48.98102417806799
2008-10-07,-47.196692146075435
2008-10-08,-44.849724590441085
2008-10-09,-42.638099176941964
2008-10-10,-41.135783756872755
2008-10-13,-40.28674177325
2008-10-14,-39.773087197555945
2008-10-15,-39.01518517864575
2008-10-16,-37.05561941407818
2008-10-17,-35.43455676784197
